what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329320753115
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329320793973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329320809074
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329320840159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329320867304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329320868055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329320871233
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329320873667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329320876709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329320916723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329320933303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329320935642
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321015893
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321022388
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321025020
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321027282
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329321034646
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321044829
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321051565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321208621
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329321209994
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321219307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321222020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321289493
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321291977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321303038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321437087
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329321441562
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329321443379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321449473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321607564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321610940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321715088
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321716811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329321727266
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329321727940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321734861
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321779159
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321785798
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321799609
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329321800170
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321802434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321822965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321852003
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329321853753
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321855482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321861386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321863239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321864647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321896793
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329321907870
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329321928239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321935179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321964315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329321971197
