what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940479120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940486062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940488027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327940500618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940501538
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327940521741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940545438
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327940566813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940568046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940594976
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327940596598
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327940612887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327940620687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940632278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940741137
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327940744444
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327940744709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327940750169
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327940752447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940770607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327940790113
