what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327609815346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327609815486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327609818107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327609821554
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327609840371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327609841510
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327609877488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327609879485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327609881326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327609884009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327609908895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327609915669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327609932334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327609934814
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327609939495
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327609939698
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327609941554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327609972541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610092572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610099829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610102092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610107848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610111764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610124424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610127015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610129559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610131446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1327610131462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610132039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610162692
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610162707
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610162926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610176828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327610188263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610190634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610194301
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327610198155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610201246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610207580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610209764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610211792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610213633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610284998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610288306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610291521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610298869
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610300649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610309278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327610317920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610319402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610351968
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610355417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610356509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610357008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610362173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610362251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610364030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610365248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610367026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610367042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610368820
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1327610372736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610372923
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1327610372939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610374266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610374718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610381577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610381608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610388803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610389599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610397482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610397529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610400433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610401010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610406364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610406395
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610408236
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610408314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610420700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610420794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327610435835
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610437723
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610437894
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610437988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327610443059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610448071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610448195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327610449101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610451801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610459182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610465160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610479304
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610483378
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610484471
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610484565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610514350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610514475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610542953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610545793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610554173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1327610554204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610556249
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610559323
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610571467
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610571701
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610577211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327610621545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327610639316
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610640470
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610640689
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610640782
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327610645621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327610659383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610661973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610665016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610672614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610678591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610684084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610692649
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327610695956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610714371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610718802
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610720845
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610721079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327610724699
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610726837
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610727039
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610733436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610753021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610873182
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327610876801
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327610886911
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327610887254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327610889829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327611118448
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327611120273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327611130835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327611133660
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327611133722
