what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329501051303
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329501060355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329501066665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329501067892
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329501071754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501082036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501102912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501106681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501123488
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329501124931
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329501127696
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329501129058
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329501130153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501131525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1329501131546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501148073
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329501148124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329501151533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329501214631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329501216657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329501222282
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329501223615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501227885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501241781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501260475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501271555
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329501275632
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329501281960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329501282715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501288437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501320527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329501324862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329501334661
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329501336082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501339121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501354767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501360544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329501410261
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329501413259
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329501420447
