what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327853796472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327853803136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327853823412
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327853832588
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327853835086
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327853836991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327853855060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327853855092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327853857198
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327853860349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327853867099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327853894488
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327853900058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327853916516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327853926797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327853933288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327853952266
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327853956120
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327853964513
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327853974045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327853980067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327853988839
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327853998794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327854015971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327854020995
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327854026377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327854027438
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327854029232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327854031059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327854063975
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327854064880
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327854067938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327854070933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327854076785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327854107354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327854110412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327854130208
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327854135653
